id,name,lat,lon,category
1426624433,Bembos,-12.0903324,-77.004859,fast_food
1426626482,Wong,-12.089883,-77.0055793,supermarket
1426631310,Starbucks,-12.0940594,-77.0248649,cafe
1426834405,BCP Pardo y Aliaga,-12.1065672,-77.0391485,bank
1426835752,San Antonio,-12.110925,-77.042928,cafe
1427327355,La Lucha Sangucheria,-12.1207589,-77.0302869,fast_food
1427327606,Starbucks,-12.1209026,-77.0303881,cafe
1427329446,Bembos,-12.1219344,-77.0289286,fast_food
1427334133,Interbank,-12.1104707,-77.0363375,bank
1427338968,Ban Bif,-12.105904,-77.040433,bank
1427340229,Interbank,-12.106475,-77.038492,bank
1427345466,KFC,-12.1032157,-77.0517325,fast_food
1427345997,Medalla Milagrosa,-12.101985,-77.05512,place_of_worship
1427349760,IEIP Madre Enriqueta Vicens,-12.094089,-77.059542,kindergarten
1427358528,Jose Antonio,-12.0971335,-77.0587922,restaurant
1427626623,BCP,-12.1067776,-77.0399481,bank
1428382251,Comercial Rose y Gus,-12.0375885,-77.048422,convenience
1428403902,Edo Sushi Bar,-12.0971887,-77.0598728,restaurant
1428449230,Cinemark,-12.0849103,-76.9757476,cinema
1428591626,Puerta 9,-12.0707098,-77.0361996,ticket
1429498462,Mifarma,-12.1027276,-77.0539152,pharmacy
1429499893,Fasa,-12.103017,-77.052239,pharmacy
1429500477,BBVA,-12.103064,-77.052051,bank
1429503107,Interbank,-12.093382,-77.058073,bank
1429504073,Haiti,-12.1197949,-77.0295882,restaurant
1429504140,Scotiabank,-12.1200842,-77.0298172,bank
1429504323,La Tiendecita Blanca,-12.1194195,-77.0287035,restaurant
1429506834,Inkafarma,-12.1029599,-77.0585812,pharmacy
1429969347,Starbucks,-12.092943,-77.047343,cafe
1431212641,Mavery,-12.1181878,-77.0433679,restaurant
1431212652,Tambo+,-12.114652,-77.0472762,convenience
1431217115,La Curacao,-12.0919629,-77.0330616,electronics
1431533959,BTL,-12.0916614,-77.0540635,pharmacy
1431533961,Boticas Arcángel,-12.0926926,-77.0534833,pharmacy
1431533962,BBVA,-12.1070459,-77.0369844,bank
1435192552,Brujas de Cachiche,-12.122861,-77.0360851,restaurant
1452866605,Violeta,-12.0718522,-77.1198187,pharmacy
1452866613,Concordia,-12.0729488,-77.1219171,swimming_pool
1452866618,Institución Educativa 5027 Arturo Timoran De La H.,-12.0729662,-77.1202009,school
1453498282,Yin Yin,-12.0396193,-77.0913849,restaurant
1459528357,Santo Cristo,-12.0449881,-77.0122172,place_of_worship
1482508945,Metro,-12.0592092,-77.126424,supermarket
1545385601,Chifa Jin,-12.1193669,-77.0406053,restaurant
1546270210,Don Belisario,-12.121989,-77.0289318,restaurant
1546270221,El Patio de Mendiburu,-12.1134655,-77.0469932,restaurant
1546270232,Popeyes,-12.1220362,-77.0289357,fast_food
1546270236,Latam,-12.1193057,-77.0338626,travel_agency
1546270243,Crisol,-12.1204002,-77.0300293,books
1546270251,Vinopolis,-12.1142895,-77.0461966,alcohol
1546270253,The Old Pub,-12.1216472,-77.0318899,pub
1546270256,Palachinke,-12.1226497,-77.031286,restaurant
1570261142,Carmen de la Legua,-12.0392474,-77.0900547,pharmacy
1576828429,Colegio Santa Felicia,-12.0629175,-76.9550332,school
1576883151,Scotiabank,-12.0683419,-76.9585561,bank
1576883165,Banco Continental,-12.0689749,-76.958253,bank
1576883167,BCP,-12.0683119,-76.9584867,bank
1576986088,Institución Educativa Jacques Cousteau,-12.0575177,-76.9447185,school
1578254426,Sky,-12.0577692,-77.0786391,bar
1588684999,Terpel,-12.0421685,-77.0772676,fuel
1598328624,BCP,-12.1120132,-76.9909475,bank
1598328629,Banco Pichincha,-12.1123326,-76.9911192,bank
1598328641,Interbank,-12.1123856,-76.9914946,bank
1598328650,BanBIF,-12.1120447,-76.9912317,bank
1599033992,BBVA,-12.1117195,-76.9906579,bank
1600798428,Municipalidad de Santiago de Surco,-12.1451534,-77.0050318,townhall
1606662338,Scotiabank,-12.1142676,-76.9911303,bank
1639104065,Sanctuario de Nuestra Señora del Sagrado Corazon,-12.0847193,-77.0443942,place_of_worship
1654432957,Polleria Roky's,-12.1458457,-76.988656,restaurant
1668189339,D'nnos Pizza,-12.093954,-77.057591,fast_food
1668205361,Elia,-12.090518,-77.064758,restaurant
1669641512,Cafe cafe,-12.1205272,-77.0303335,cafe
1673631985,Estación Primavera,-12.1115086,-76.9999565,bicycle_parking
1684807492,Centro Cultural Ricardo Palma,-12.1254812,-77.0297335,arts_centre
1689177442,La Veranda,-12.1020195,-77.0153218,restaurant
1689177444,Starbucks,-12.101805,-77.0162673,cafe
1689573879,Repsol,-12.0298503,-76.999074,fuel
1689573907,Repsol,-12.0428668,-77.0773479,fuel
1689573932,Antiguo Repsol,-12.0449792,-77.0615935,fuel
1689574025,Repsol,-12.055584,-77.0527239,fuel
1689574129,Repsol,-12.0711132,-77.0020382,fuel
1689574159,Repsol,-12.075461,-76.9551557,fuel
1689574222,Repsol,-12.0824123,-77.0277149,fuel
1704837273,Pardos Chicken,-12.0684808,-76.948869,restaurant
1705269946,LavaCenter,-12.0706517,-77.064162,laundry
1705270783,Mercado Bolivar,-12.0728734,-77.0655359,supermarket
1714719040,Collectivo,-12.1107521,-76.9777691,taxi
1726112038,La Hacienda Monterrico Grande,-12.0616545,-76.9489893,restaurant
1740137143,Entre Copas,-12.1235762,-77.0361821,bar
1755801996,Institución educativa inicial 316 San Felipe,-11.9005141,-77.0400488,kindergarten
1790690605,Pizza Hut,-12.1299062,-76.9830927,restaurant
1790690606,Mifarma,-12.1328643,-76.9832416,pharmacy
1800680808,Tottus Atocongo,-12.1475791,-76.9807458,supermarket
1800685443,Saga Falabella,-12.1474899,-76.9815826,clothes
1800698873,Boticas y Salud,-12.1296603,-76.9815569,pharmacy
1800703425,Max y Antonia,-12.1355907,-76.984823,convenience
1806326251,Sodimac,-12.146761,-76.9813734,doityourself
1819379989,i47 Street,-12.1132073,-76.9917507,clothes
1844110800,Escuela de cocina Le Montmartre,-11.9867479,-77.0037833,college
1844751684,Dedalo,-12.1436943,-77.023911,arts_centre
1844751685,Espiga de Oro,-12.1429633,-77.0221992,bakery
1844751686,Antica,-12.1469241,-77.0226479,restaurant
1844751688,Mocha Graña,-12.1435076,-77.0223266,theatre
1846293178,Inkafarma,-11.998244,-77.1116988,pharmacy
1846293179,Inkafarma,-12.0279903,-77.0946063,pharmacy
1846293181,Inkafarma,-12.0559967,-77.1016421,pharmacy
1846293182,Botica - Perfumeria InKafarma,-12.0601779,-77.1317314,pharmacy
1846293183,Botica - Perfumeria InKafarma,-12.0602469,-77.1389579,pharmacy
1846293184,Botica - Perfumeria Inkafarma,-12.0609508,-77.1417256,pharmacy
1846293190,Boticas BTL,-12.0561051,-77.1015127,pharmacy
1846293191,Mifarma,-12.0601958,-77.1385294,pharmacy
1846293193,Movistar,-12.0485023,-77.1108754,mobile_phone
1846293194,Boticas Fasa,-12.0607281,-77.1419808,pharmacy
1846293196,Boticas Perú,-12.0610031,-77.1421371,pharmacy
1846293197,Botica Yogo,-12.0431313,-77.0983504,pharmacy
1846293199,McDonald's,-12.0483223,-77.1116257,fast_food
1846293200,Cadena Peruana Boticas & Salud,-12.0603355,-77.1378032,pharmacy
1846293203,Cadena de Boticas Arcangel,-12.0472978,-77.1116056,pharmacy
1846293205,Cadena de Boticas Arcangel,-12.060495,-77.1388087,pharmacy
1846293206,Cadena de Boticas Arcángel,-12.0608244,-77.1427691,pharmacy
1846293208,KFC,-12.0481077,-77.1119513,fast_food
1846293209,Mifarma,-12.0627933,-77.1293133,pharmacy
1846293210,Farmacia Inti S.A.C.,-12.0562947,-77.0972495,pharmacy
1846293211,Farmaperu,-12.0624693,-77.1393072,pharmacy
1846294770,Centro de Desarrollo Juvenil del Callao,-12.0230841,-77.1341284,doctors
1846294772,Centro de Salud 200 Millas,-11.9952627,-77.1247257,doctors
1846294774,Centro de Salud Aeropuerto,-12.0334638,-77.0989067,doctors
1846294775,Centro de Salud Alberto Barton,-12.0538675,-77.1387556,doctors
1846294780,Centro de Salud Bocanegra,-12.0239998,-77.0961029,doctors
1846294785,Centro de Salud El alamo,-12.0020367,-77.1071259,doctors
1846294788,Centro de Salud Gambetta Baja,-12.041707,-77.1155342,doctors
1846294790,Centro de Salud Jose Boterin,-12.0531202,-77.1197461,doctors
1846294791,Centro de Salud Jose Olaya,-12.0431418,-77.1045341,doctors
1846294801,Centro de Salud PREVI,-12.0166878,-77.090671,doctors
1846294802,Centro de Salud Palmeras de Oquendo,-11.9736764,-77.1207991,doctors
1846294804,Centro de Salud Puerto Nuevo,-12.0463928,-77.1371002,doctors
1846294805,Centro de Salud Ramon Castilla,-12.0409445,-77.1223008,doctors
1846294806,Centro de Salud San Juan Bosco,-12.0486173,-77.1329679,doctors
1846294812,Centro de Salud Ventanilla Baja,-11.936859,-77.1323665,doctors
1846294816,Direccion de Sanidad Aerea Internacional,-12.0220294,-77.1088392,doctors
1846294819,Puesto de Salud Poligono IV,-12.0250145,-77.1009857,doctors
1846296869,Clinica Santisima Virgen del Rosario,-12.0183988,-77.097839,clinic
1846296874,Policlinico PNP Callao,-12.0722617,-77.1244322,doctors
1846296876,Policlinico Vipol PNP,-12.0121464,-77.0978673,doctors
1846311399,Courier del Perú - SMP,-12.0543484,-77.1006088,post_office
1846360915,Pecsa,-12.0644697,-77.1123385,fuel
1846360949,Establecimientos Anexos a la Empresa Repsol YPF,-12.0642873,-77.1448197,fuel
1846360974,Estacion de Servicio La Perla - PRIMAX,-12.0758482,-77.1147323,fuel
1846360977,Primax,-12.0308282,-77.0952039,fuel
1846376268,Oficina DHL Minka,-12.0489312,-77.1102051,post_office
1846376272,Oficina DHL Saenz Pena,-12.0602599,-77.1370756,post_office
1846376276,Oficina Olva Callao,-12.0560936,-77.132391,post_office
1846376281,Oficina Olva Vipol,-12.0107621,-77.0971202,post_office
1846376285,Oficina SERPOST S.A. - Rep Comercial,-12.0599377,-77.137308,post_office
1846376289,Oficina SERPOST S.A.- Bellavista - Rep Comercial,-12.0536349,-77.0966558,post_office
1846376291,Oficina SERPOST S.A.- Bellavista - Rep Comercial,-12.0543703,-77.1001597,post_office
1846376295,Oficina SERPOST S.A.- Bellavista - Rep Comercial,-12.0588272,-77.1077861,post_office
1846376298,Serpost,-12.0614192,-77.1444887,post_office
1846376302,Oficina SERPOST S.A.- Rep Comercial,-12.0615538,-77.1430983,post_office
1846376310,Oficina SERPOST S.A..- Callao - Rep Comercial,-12.0121907,-77.1026093,post_office
1846376315,Oficina SERPOST S.A..- Callao - Rep Comercial,-12.0144555,-77.0998638,post_office
1846376325,Serpost,-12.0223322,-77.1085186,post_office
1846376329,Oficina SERPOST S.A..- Callao - Sucursal,-12.0602584,-77.1372016,post_office
1846383300,Claro,-12.0560828,-77.1012236,mobile_phone
1846396591,Centro Comercial de Minka,-12.0489776,-77.1110991,mall
1846396592,Centro Aereo Comercial,-12.0231157,-77.10452,mall
1846396594,Centro Comercial Cochrane,-12.063258,-77.1380333,mall
1846396599,Centro Comercial Polvos Chalacos,-12.0607837,-77.1405581,mall
1846396602,Cooperativa de Servicios Especiales Cecilia Tupac Amaru,-12.0384365,-77.0828555,marketplace
1846396606,Elektra del Perú S.A,-12.0491932,-77.1115129,electronics
1846396610,Tottus,-12.0563944,-77.1013895,supermarket
1846396613,La Curacao,-12.0490146,-77.1107692,electronics
1846396634,Mercado Cooperativo Reynoso,-12.042212,-77.0961216,marketplace
1846396635,Mercado Dulanto,-12.0439989,-77.1029591,marketplace
1846396636,Mercado El Alamo,-12.0014704,-77.1072065,marketplace
1846396638,Ovalo Centenario (Callao),-12.0509719,-77.1346653,marketplace
1846396639,Mercado Jose Olaya,-12.0593535,-77.105516,marketplace
1846396642,Mercado Minorista Santa Rosa,-12.0180536,-77.1011445,supermarket
1846396643,Mercado Modelo 200 Millas,-11.9975718,-77.12363,marketplace
1846396655,Mercado Popular San Jose,-12.0562952,-77.0960863,marketplace
1846396661,Mercado San Pedro,-12.0595437,-77.1073123,marketplace
1846396663,Paradero linea 129,-12.0240272,-77.1336786,bus_station
1846396670,Mercado Virgen del Rosario,-12.0436046,-77.1026878,marketplace
1846396671,Plaza Vea Callao,-12.0601788,-77.1316068,mall
1846396674,Falabella,-12.0559449,-77.1009756,department_store
1846411769,BBVA,-11.9968275,-77.124253,bank
1846411770,BBVA Perú,-11.9982323,-77.1129571,bank
1846411771,Banco Continental,-12.0028802,-77.1289007,bank
1846411773,BBVA Perú,-12.028548,-77.1031829,bank
1846411774,Banco Continental,-12.0376617,-77.1372675,bank
1846411775,BBVA Perú,-12.0482432,-77.1415624,bank
1846411776,Banco Continental Minka,-12.0482116,-77.1106205,bank
1846411777,Banco Continental,-12.049507,-77.1184094,bank
1846411779,BBVA La Perla,-12.060048,-77.1379535,bank
1846411781,Citibank,-12.0288234,-77.1030596,bank
1846411782,Banco Continental,-11.920323,-77.1298994,bank
1846411783,BBVA Perú,-12.0534849,-77.0959032,bank
1846411784,Banco Continental,-12.0563178,-77.1008699,bank
1846411786,Banco Pichincha,-12.0508528,-77.1409588,bank
1846411788,Banco Pichincha,-12.0610538,-77.1444167,bank
1846411791,Interbank,-11.996899,-77.1241881,bank
1846411792,Banque centre comercial,-11.9982664,-77.1129007,bank
1846411794,Interbank,-12.0229162,-77.1085881,bank
1846411795,Interbank,-12.0242311,-77.1042919,bank
1846411796,Interbank,-12.0289913,-77.102963,bank
1846411797,Mibanco,-12.0485992,-77.11021,bank
1846411809,Interbank,-12.0563627,-77.1010721,bank
1846411813,Banco Interbank MM Vea Saenz Peña,-12.0599418,-77.1317717,bank
1846411818,Interbank,-12.0610865,-77.1427318,bank
1846411819,Scotiabank,-11.920482,-77.1300018,bank
1846411821,Scotiabank,-12.0290464,-77.1029254,bank
1846411837,Scotiabank Oficina Especial Petroperú,-12.0395566,-77.1272761,bank
1846411842,Scotiabank,-12.0509267,-77.1407841,bank
1846411844,Scotiabank,-12.0509517,-77.0852588,bank
1846411867,Interbank,-12.023309,-77.1045507,bank
1846411869,Interbank,-12.061073,-77.1426877,bank
1846411888,Banco de Crédito,-11.9204893,-77.1298669,bank
1846411893,BCP,-11.9967714,-77.1243242,bank
1846411896,BCP,-12.0234747,-77.104486,bank
1846411898,Banco de Crédito,-12.0271116,-77.1001411,bank
1846411917,BCP,-12.0283093,-77.103317,bank
1846411919,BCP Minka,-12.0481908,-77.1100259,bank
1846411920,BCP,-12.0508728,-77.1408662,bank
1846411923,BCP,-12.0563356,-77.1009554,bank
1846411942,BBVA La Perla,-12.0599451,-77.1350996,bank
1846411945,Banco de Crédito,-12.0607012,-77.1401186,bank
1846411971,Banco de la Nación Base Naval,-12.0382522,-77.1371104,bank
1846411975,Banco de la Nación,-12.0491876,-77.1105568,bank
1846411979,Banco de la Nación,-12.0567129,-77.1427107,bank
1846411996,Banco de la Nación,-12.066538,-77.1193656,bank
1846412000,Banco de la Nación,-12.0703679,-77.1068257,bank
1846433077,Ah - Gusto,-12.0679347,-77.1198649,restaurant
1846433078,Bembos,-12.05632,-77.1021261,fast_food
1846433079,Bembos Minka,-12.0482392,-77.1111656,fast_food
1846433080,Bembos Plaza Vea Callao,-12.0603746,-77.1316966,fast_food
1846433085,Chau S.R.L,-12.0604886,-77.13831,restaurant
1846433086,Chelos,-12.0560526,-77.0958802,restaurant
1846433088,Crissolito,-12.0214069,-77.10014,restaurant
1846433090,Domino's Pizza Minka,-12.0480257,-77.1114487,fast_food
1846433093,Pizza Hut,-12.0503339,-77.0986436,restaurant
1846433094,Polleria Norky's,-11.9980565,-77.1131448,restaurant
1846433095,Polleria Norky's,-12.0477754,-77.1114912,restaurant
1846433096,Polleria Norky's,-12.0553064,-77.1023516,restaurant
1846433099,Papa John's,-12.0551176,-77.1024112,fast_food
1846433100,Polleria Rocky's,-12.0560708,-77.0975279,restaurant
1846433101,Polleria Rocky's,-12.0594702,-77.1334922,restaurant
1846433102,Polleria Rocky's,-12.0603417,-77.1395008,restaurant
1846433108,Restaurant Francesco,-12.0582637,-77.1305632,restaurant
1846433110,Restaurant La Aldea,-12.0557728,-77.0941966,restaurant
1846433113,Restaurant Picanteria el Tronco,-12.0598829,-77.1364237,restaurant
1846433114,Restaurant Requena,-12.0557867,-77.1049821,restaurant
1846433115,Restaurant Rosalia,-12.0552861,-77.1354913,restaurant
1846433116,Restaurant Rosita,-12.0554136,-77.1047431,restaurant
1846433118,Restaurant Wan Wha,-12.0543652,-77.0973572,restaurant
1846433120,Restaurante - Cevicheria La Terraza,-12.0625649,-77.1369275,restaurant
1846433121,Restaurante El Rincon del Ronco,-12.06926,-77.1105024,restaurant
1846433126,Restaurante Rocoto y Limon,-12.0555387,-77.102209,restaurant
1846433129,Restaurante Sabor Tumbesino,-12.0564848,-77.1110807,restaurant
1846433130,Restaurante Salon Rosita,-12.0566747,-77.1104426,restaurant
1847657670,Agencia MORAY VIAJES,-12.0218984,-77.1024967,travel_agency
1847657674,Agencia PERu INKA TOURS MMZ,-12.057503,-77.1288953,travel_agency
1847657679,Agencia ViCTOR TRAVEL,-12.0553427,-77.1319591,travel_agency
1847664097,Serenazgo de Carmen de la Legua Reynoso,-12.0450125,-77.0983699,police
1847664099,Serenazgo de La Perla,-12.0657022,-77.1079799,police
1847677433,Instituto Tecnológico Pesquero del Perú -ITP,-11.9893824,-77.1276441,college
1847686641,DEMUNA Callao II,-12.012646,-77.100284,police
1847686663,Hogar San Antonio,-12.0590262,-77.099981,social_facility
1847690281,Municipalidad Distrital La Perla,-12.0656648,-77.1082026,townhall
1847690284,Municipalidad Distrital de Bellavista,-12.0626207,-77.129239,townhall
1847694518,Complejo Deportivo Asprournaga,-12.0685949,-77.1049774,sports_centre
1847694539,Piscina Las Vegas,-12.0136209,-77.0941814,swimming_pool
1847694552,Piscina Municipal del Callao Manuel Carpio,-12.0645064,-77.1493609,sports_centre
1847694555,Piscina Restaurant Isla del Paraiso,-12.0717656,-77.110588,swimming_pool
1847694558,Piscina Manuel C. Dulanto,-12.0420163,-77.1052962,swimming_pool
1847694560,Piscina del CEP Concordia Universal,-12.0729506,-77.1214658,swimming_pool
1847694563,Piscina del Colegio San Lazaro,-12.0088514,-77.1017263,swimming_pool
1847694566,Polideportivo La Perla,-12.0715573,-77.1150102,sports_centre
1855116268,Delifrance,-12.1446725,-77.0219943,restaurant
1855119105,Starbucks,-12.1495893,-77.0217489,cafe
1863374447,Banco de la Nación,-11.949676,-77.049415,bank
1863374452,Banco de la Nación,-11.950977,-77.050788,bank
1863374473,Banco de la Nación,-11.9966305,-77.0626205,bank
1863374475,Banco de la Nación,-12.0066253,-77.0606123,bank
1863374482,Banco de la Nación,-12.027054,-77.0075,bank
1863374490,Banco de la Nación,-12.0279738,-77.0573201,bank
1863374494,Banco de la Nación Rimac,-12.029048,-77.035328,bank
1863374495,Banco de la Nación San Martín de Porres,-12.0326829,-77.0591977,bank
1863374496,Banco de la Nación,-12.04464,-77.030788,bank
1863374508,Multired,-12.0490755,-77.0555589,atm
1863374517,Banco de la Nación,-12.0538766,-77.0372705,bank
1863374532,Banco de la Nación,-12.057297,-77.0374871,bank
1863374533,Banco de la Nación,-12.05784,-77.060241,bank
1863374534,Banco de la Nación,-12.058018,-77.044544,bank
1863374545,Banco de la Nación,-12.0600821,-76.9515292,bank
1863374546,Banco de la Nación,-12.0614011,-77.0173384,bank
1863374547,Banco de la Nación 28 de Julio,-12.064214,-77.0360768,bank
1863374548,Banco de la Nación,-12.0644612,-77.0405631,bank
1863374551,Banco de la Nación,-12.0648755,-77.0288377,bank
1863374556,Banco de la Nación,-12.0663437,-77.0502479,bank
1863374560,Banco de la Nación,-12.067038,-77.0160301,bank
1863374564,Banco de la Nación,-12.0691774,-76.957528,bank
1863374569,Banco de la Nación,-12.0739331,-77.0486323,bank
1863374572,Banco de la Nación,-12.0736876,-77.0388046,bank
1863374586,Banco de la Nación,-12.0802813,-77.0129975,bank
1863374591,Banco de la Nación,-12.082449,-77.035805,bank
1863374623,Banco de la Nación,-12.089293,-77.072632,bank
1863374628,Banco de la Nación,-12.0930391,-77.0334285,bank
1863374633,Banco de la Nación,-12.0957199,-77.0593297,bank
1863374639,Banco de la Nación,-12.0965386,-77.0278828,bank
1863374666,Banco de la Nación,-12.097696,-77.017261,bank
1863374668,Banco de la Nación,-12.0984336,-77.0144391,bank
1863374670,Banco de la Nación,-12.1003441,-76.9885668,bank
1863374701,Banco de la Nación,-12.120817,-76.977274,bank
1863374753,Banco de la Nación,-12.1528052,-77.0032961,bank
1865052985,Botica Moderna,-12.0395782,-77.0911532,pharmacy
1865052988,Botica Nueva Vida,-12.0403237,-77.0945024,convenience
1865052992,Farmacia Llacsalud,-12.0399869,-77.0924569,pharmacy
1865052994,Ferretería 998,-12.0399062,-77.0889518,hardware
1865052996,Patitas,-12.0402529,-77.0936504,veterinary
1884657168,Bowie Records,-12.0129234,-77.0749939,music
1890265109,Motoviajeros Perú (Touratech),-12.1811576,-77.0021064,motorcycle
1904507986,Policlínico Pronto Salud Solidario,-12.0673621,-77.0289198,clinic
1904508029,Policlinico Solidario San Juan de Miraflores,-12.1614071,-76.9733039,clinic
1907361915,CEBA David Wechsler,-12.0455,-77.03942,school
1907379832,CETPRO Nueva América,-12.04687,-77.04239,college
1907381914,CETPRO CREATEC,-12.0598,-77.03926,college
1907390350,CETPRO Honorio Delgado Espinoza,-12.077629,-77.0362403,college
